"","CaseNum","SegmentNum","SegmentNumOverall","TaskType","User","FeatureName","Value"
"2304",3,22,57,"Coagulation","Novice","MaxForce",0.0756
"2305",3,23,58,"Coagulation","Expert","MaxForce",0.084
"2306",3,24,59,"Coagulation","Novice","MaxForce",0.0609
"2307",3,25,60,"Coagulation","Novice","MaxForce",0.0966
"2308",3,26,61,"Coagulation","Novice","MaxForce",0.0399
"2309",3,27,62,"Coagulation","Novice","MaxForce",0.0357
"2310",3,28,63,"Coagulation","Novice","MaxForce",0.0924
"2311",3,29,64,"Coagulation","Novice","MaxForce",0.1407
"2312",3,30,65,"Coagulation","Novice","MaxForce",0.0588
"2313",3,31,66,"Coagulation","Expert","MaxForce",0.0357
"2314",3,32,67,"Coagulation","Expert","MaxForce",0.0945
"2315",3,33,68,"Coagulation","Expert","MaxForce",0.0378
"2316",4,1,69,"Pulling","Expert","MaxForce",0.2331
"2317",4,2,70,"Pulling","Expert","MaxForce",0.4683
"2318",4,3,71,"Pulling","Expert","MaxForce",0.2352
"2319",4,4,72,"Manipulation","Expert","MaxForce",0.3822
"2320",4,5,73,"Pulling","Expert","MaxForce",0.1638
"2321",4,6,74,"Pulling","Expert","MaxForce",0.4578
"2322",4,7,75,"Manipulation","Expert","MaxForce",0.7266
"2323",4,8,76,"Pulling","Expert","MaxForce",0.2793
"2324",4,9,77,"Pulling","Expert","MaxForce",0.2289
"2325",4,10,78,"Manipulation","Expert","MaxForce",0.6111
"2326",5,1,79,"Coagulation","Expert","MaxForce",0.8295
"2327",5,2,80,"Coagulation","Expert","MaxForce",0.1617
"2328",5,3,81,"Coagulation","Expert","MaxForce",0.1638
"2329",5,4,82,"Coagulation","Expert","MaxForce",0.4536
"2330",5,5,83,"Coagulation","Expert","MaxForce",0.3423
"2331",5,6,84,"Coagulation","Expert","MaxForce",0.1344
"2332",5,7,85,"Coagulation","Expert","MaxForce",0.1155
"2333",5,8,86,"Coagulation","Expert","MaxForce",0.8085
"2334",5,9,87,"Coagulation","Expert","MaxForce",0.1974
"2335",5,10,88,"Coagulation","Novice","MaxForce",0.315
"2336",5,11,89,"Coagulation","Novice","MaxForce",0.1239
"2337",5,12,90,"Coagulation","Novice","MaxForce",0.1113
"2338",5,13,91,"Manipulation","Expert","MaxForce",0.5838
"2339",5,14,92,"Manipulation","Expert","MaxForce",0.3759
"2340",5,15,93,"Coagulation","Expert","MaxForce",0.1449
"2341",5,16,94,"Coagulation","Novice","MaxForce",-0.0231
"2342",5,17,95,"Coagulation","Novice","MaxForce",0.0105
"2343",5,18,96,"Coagulation","Novice","MaxForce",-0.0609
"2344",5,19,97,"Coagulation","Novice","MaxForce",-0.042
"2345",5,20,98,"Manipulation","Novice","MaxForce",0.8631
"2346",5,21,99,"Coagulation","Novice","MaxForce",-0.0147
"2347",5,23,101,"Coagulation","Novice","MaxForce",0.0126
"2348",5,24,102,"Manipulation","Novice","MaxForce",0.3003
"2349",5,25,103,"Coagulation","Novice","MaxForce",0.1659
"2350",5,26,104,"Manipulation","Novice","MaxForce",0.7476
"2351",5,27,105,"Manipulation","Novice","MaxForce",0.546
"2352",5,28,106,"Coagulation","Novice","MaxForce",0.1092
"2353",5,29,107,"Coagulation","Novice","MaxForce",0.0588
"2354",5,30,108,"Coagulation","Novice","MaxForce",0.1134
"2355",5,31,109,"Coagulation","Novice","MaxForce",0.2163
"2356",5,32,110,"Coagulation","Novice","MaxForce",0.0042
"2357",5,33,111,"Coagulation","Expert","MaxForce",0.0462
"2358",5,34,112,"Coagulation","Expert","MaxForce",0.0924
"2359",5,35,113,"Coagulation","Expert","MaxForce",0.1197
"2360",5,36,114,"Coagulation","Expert","MaxForce",-0.0021
"2361",5,37,115,"Manipulation","Expert","MaxForce",0.3129
"2362",5,38,116,"Manipulation","Expert","MaxForce",0.3948
"2363",5,39,117,"Coagulation","Expert","MaxForce",0.0546
"2364",5,40,118,"Coagulation","Novice","MaxForce",-0.0084
"2365",5,41,119,"Coagulation","Novice","MaxForce",0.0063
"2366",5,42,120,"Coagulation","Novice","MaxForce",-0.0105
"2367",5,43,121,"Coagulation","Novice","MaxForce",0.1113
"2368",5,44,122,"Coagulation","Novice","MaxForce",0.0693
"2369",5,45,123,"Coagulation","Expert","MaxForce",0.1239
"2370",5,46,124,"Coagulation","Expert","MaxForce",0.0168
"2371",5,47,125,"Manipulation","Expert","MaxForce",0.2688
"2372",5,48,126,"Manipulation","Expert","MaxForce",0.2562
"2373",5,49,127,"Manipulation","Expert","MaxForce",0.4347
"2374",5,50,128,"Coagulation","Expert","MaxForce",-0.0084
"2375",5,51,129,"Coagulation","Expert","MaxForce",-0.0189
"2376",5,52,130,"Coagulation","Expert","MaxForce",-0.0084
"2377",5,53,131,"Coagulation","Expert","MaxForce",0.021
"2378",5,54,132,"Coagulation","Expert","MaxForce",0.0168
"2379",5,55,133,"Coagulation","Novice","MaxForce",0.189
"2380",5,56,134,"Coagulation","Novice","MaxForce",0.0378
"2381",5,57,135,"Coagulation","Novice","MaxForce",0.0651
"2382",5,58,136,"Coagulation","Novice","MaxForce",0.2583
"2383",5,59,137,"Coagulation","Expert","MaxForce",-0.0756
"2384",5,60,138,"Coagulation","Expert","MaxForce",0.0147
"2385",5,61,139,"Manipulation","Expert","MaxForce",0.5124
"2386",5,62,140,"Manipulation","Expert","MaxForce",0.5397
"2387",5,63,141,"Coagulation","Expert","MaxForce",0.0525
"2388",5,64,142,"Coagulation","Expert","MaxForce",0.0273
"2389",5,65,143,"Coagulation","Expert","MaxForce",0.0042
"2390",5,66,144,"Manipulation","Expert","MaxForce",0.3192
"2391",5,67,145,"Manipulation","Expert","MaxForce",0.3969
"2392",5,68,146,"Coagulation","Novice","MaxForce",0.1386
"2393",5,69,147,"Coagulation","Novice","MaxForce",0.3465
"2394",5,70,148,"Coagulation","Novice","MaxForce",0.0903
"2395",5,71,149,"Coagulation","Novice","MaxForce",0.0252
"2396",5,72,150,"Coagulation","Novice","MaxForce",0.294
"2397",5,73,151,"Coagulation","Novice","MaxForce",0.1575
"2398",5,74,152,"Coagulation","Novice","MaxForce",0.3234
"2399",5,75,153,"Coagulation","Novice","MaxForce",0.147
"2400",5,76,154,"Coagulation","Novice","MaxForce",0.0987
"2401",5,77,155,"Coagulation","Expert","MaxForce",0.0273
"2402",5,78,156,"Coagulation","Expert","MaxForce",0.0924
"2403",5,79,157,"Coagulation","Expert","MaxForce",0.0525
"2404",5,80,158,"Manipulation","Expert","MaxForce",0.252
"2405",5,81,159,"Coagulation","Expert","MaxForce",0.0273
"2406",5,82,160,"Coagulation","Expert","MaxForce",0.3318
"2407",5,83,161,"Manipulation","Expert","MaxForce",0.6363
"2408",5,84,162,"Coagulation","Expert","MaxForce",0.1491
"2409",5,85,163,"Manipulation","Expert","MaxForce",0.2625
"2410",5,86,164,"Coagulation","Expert","MaxForce",0.0609
"2411",5,87,165,"Coagulation","Expert","MaxForce",0.0021
"2412",5,88,166,"Coagulation","Expert","MaxForce",0.5733
"2413",5,89,167,"Coagulation","Expert","MaxForce",0.0861
"2414",5,90,168,"Coagulation","Expert","MaxForce",0.0819
"2415",5,91,169,"Manipulation","Expert","MaxForce",0.735
"2416",5,92,170,"Coagulation","Expert","MaxForce",0.1197
"2417",5,93,171,"Coagulation","Expert","MaxForce",0.0714
"2418",5,94,172,"Coagulation","Expert","MaxForce",0.21
"2419",5,95,173,"Coagulation","Expert","MaxForce",0.1197
"2420",5,96,174,"Coagulation","Expert","MaxForce",0.0126
"2421",5,97,175,"Coagulation","Expert","MaxForce",-0.0084
"2422",5,98,176,"Manipulation","Expert","MaxForce",0.5964
"2423",5,99,177,"Manipulation","Expert","MaxForce",0.5145
"2424",5,100,178,"Manipulation","Expert","MaxForce",0.2856
"2425",5,101,179,"Manipulation","Expert","MaxForce",0.8106
"2426",5,102,180,"Manipulation","Expert","MaxForce",0.483
"2427",5,103,181,"Manipulation","Expert","MaxForce",0.3969
"2428",5,104,182,"Manipulation","Expert","MaxForce",0.4683
"2429",5,105,183,"Coagulation","Expert","MaxForce",0.3024
"2430",5,106,184,"Manipulation","Expert","MaxForce",0.2646
"2431",5,107,185,"Manipulation","Expert","MaxForce",0.5523
"2432",5,108,186,"Coagulation","Expert","MaxForce",0.0924
"2433",5,109,187,"Manipulation","Expert","MaxForce",0.4032
"2434",5,110,188,"Coagulation","Expert","MaxForce",0.0966
"2435",5,111,189,"Coagulation","Expert","MaxForce",0.1407
"2436",5,112,190,"Coagulation","Expert","MaxForce",0.0441
"2437",5,113,191,"Coagulation","Expert","MaxForce",0.105
"2438",5,114,192,"Coagulation","Expert","MaxForce",0.0399
"2439",5,115,193,"Coagulation","Expert","MaxForce",0.0798
"2440",5,116,194,"Manipulation","Expert","MaxForce",0.8652
"2441",5,117,195,"Manipulation","Expert","MaxForce",0.5271
"2442",5,118,196,"Manipulation","Expert","MaxForce",0.2982
"2443",5,119,197,"Coagulation","Expert","MaxForce",0.1071
"2444",5,120,198,"Coagulation","Expert","MaxForce",0.021
"2445",5,121,199,"Manipulation","Expert","MaxForce",0.3234
"2446",5,122,200,"Coagulation","Expert","MaxForce",0.0966
"2447",5,123,201,"Coagulation","Expert","MaxForce",0.2646
"2448",5,124,202,"Manipulation","Expert","MaxForce",0.4977
"2449",5,125,203,"Manipulation","Expert","MaxForce",0.4557
"2450",5,126,204,"Manipulation","Expert","MaxForce",0.6825
"2451",5,127,205,"Manipulation","Expert","MaxForce",0.546
"2452",5,128,206,"Manipulation","Expert","MaxForce",0.5985
"2453",5,129,207,"Manipulation","Expert","MaxForce",0.4893
"2454",5,130,208,"Manipulation","Expert","MaxForce",0.3759
"2455",5,131,209,"Manipulation","Expert","MaxForce",0.5943
"2456",5,132,210,"Coagulation","Expert","MaxForce",0.0588
"2457",5,133,211,"Coagulation","Expert","MaxForce",0.0231
"2458",5,134,212,"Coagulation","Expert","MaxForce",0.1554
"2459",5,135,213,"Manipulation","Expert","MaxForce",0.4746
"2460",5,136,214,"Manipulation","Expert","MaxForce",0.6951
"2461",5,137,215,"Manipulation","Expert","MaxForce",0.0735
"2462",5,138,216,"Manipulation","Expert","MaxForce",0.4263
"2463",5,139,217,"Coagulation","Expert","MaxForce",0.0399
"2464",5,140,218,"Manipulation","Expert","MaxForce",0.4788
"2465",5,141,219,"Manipulation","Expert","MaxForce",0.4872
"2466",5,142,220,"Manipulation","Expert","MaxForce",1.0332
"2467",5,143,221,"Manipulation","Expert","MaxForce",0.9072
"2468",5,144,222,"Manipulation","Expert","MaxForce",0.5061
"2469",5,145,223,"Manipulation","Expert","MaxForce",0.4851
"2470",5,146,224,"Manipulation","Expert","MaxForce",0.4956
"2471",5,147,225,"Manipulation","Expert","MaxForce",0.5397
"2472",5,148,226,"Manipulation","Expert","MaxForce",0.2751
"2473",5,149,227,"Manipulation","Expert","MaxForce",0.462
"2474",5,150,228,"Coagulation","Expert","MaxForce",0.0966
"2475",5,151,229,"Manipulation","Expert","MaxForce",0.2604
"2476",5,152,230,"Coagulation","Expert","MaxForce",0.0966
"2477",5,153,231,"Coagulation","Expert","MaxForce",0.1239
"2478",5,154,232,"Coagulation","Novice","MaxForce",0.1449
"2479",5,156,234,"Coagulation","Novice","MaxForce",0.2226
"2480",6,1,235,"Coagulation","Expert","MaxForce",0.1071
"2481",6,2,236,"Coagulation","Expert","MaxForce",0.3675
"2482",6,3,237,"Coagulation","Novice","MaxForce",0.0945
"2483",6,4,238,"Coagulation","Expert","MaxForce",0.2793
"2484",6,5,239,"Coagulation","Expert","MaxForce",0.2394
"2485",6,6,240,"Coagulation","Expert","MaxForce",0.1659
"2486",6,7,241,"Coagulation","Expert","MaxForce",0.3192
"2487",6,8,242,"Coagulation","Expert","MaxForce",0.8673
"2488",6,9,243,"Coagulation","Expert","MaxForce",0.8316
"2489",6,10,244,"Coagulation","Expert","MaxForce",0.4956
"2490",6,11,245,"Coagulation","Expert","MaxForce",0.7581
"2491",6,12,246,"Coagulation","Expert","MaxForce",0.6699
"2492",6,13,247,"Coagulation","Expert","MaxForce",0.336
"2493",6,14,248,"Coagulation","Expert","MaxForce",0.5271
"2494",6,15,249,"Coagulation","Expert","MaxForce",0.3591
"2495",6,16,250,"Coagulation","Expert","MaxForce",0.1449
"2496",6,17,251,"Coagulation","Expert","MaxForce",0.2121
"2497",6,18,252,"Coagulation","Expert","MaxForce",0.0714
"2498",6,19,253,"Coagulation","Expert","MaxForce",0.0336
"2499",6,20,254,"Coagulation","Expert","MaxForce",-0.021
"2500",6,21,255,"Coagulation","Expert","MaxForce",0.0252
"2501",6,22,256,"Coagulation","Expert","MaxForce",-0.0084
"2502",6,23,257,"Coagulation","Novice","MaxForce",-0.0126
"2503",6,24,258,"Coagulation","Expert","MaxForce",-0.0147
"2504",6,25,259,"Coagulation","Expert","MaxForce",0.0252
"2505",6,26,260,"Coagulation","Expert","MaxForce",-0.1218
"2506",6,27,261,"Coagulation","Expert","MaxForce",-0.0021
"2507",6,28,262,"Coagulation","Expert","MaxForce",-0.0105
"2508",6,29,263,"Coagulation","Expert","MaxForce",-0.0084
"2509",6,30,264,"Coagulation","Expert","MaxForce",0.042
"2510",6,31,265,"Coagulation","Expert","MaxForce",-0.0168
"2511",6,32,266,"Coagulation","Expert","MaxForce",-0.0126
"2512",6,33,267,"Coagulation","Expert","MaxForce",-0.021
"2513",6,34,268,"Coagulation","Expert","MaxForce",-0.0252
"2514",6,35,269,"Coagulation","Expert","MaxForce",-0.0105
"2515",6,37,271,"Coagulation","Expert","MaxForce",-0.0147
"2516",6,38,272,"Coagulation","Expert","MaxForce",-0.021
"2517",6,39,273,"Manipulation","Expert","MaxForce",0.2625
"2518",6,40,274,"Coagulation","Expert","MaxForce",0.0903
"2519",6,41,275,"Coagulation","Expert","MaxForce",0.0504
"2520",6,42,276,"Coagulation","Expert","MaxForce",0.2247
"2521",6,43,277,"Coagulation","Expert","MaxForce",0.1008
"2522",6,44,278,"Coagulation","Expert","MaxForce",0.0987
"2523",6,45,279,"Coagulation","Expert","MaxForce",0.0336
"2524",6,46,280,"Coagulation","Expert","MaxForce",0.1071
"2525",6,47,281,"Coagulation","Expert","MaxForce",0.105
"2526",6,48,282,"Coagulation","Expert","MaxForce",0.1806
"2527",6,49,283,"Coagulation","Expert","MaxForce",0.1218
"2528",6,50,284,"Coagulation","Novice","MaxForce",0.0399
"2529",6,51,285,"Coagulation","Novice","MaxForce",0.5502
"2530",6,52,286,"Coagulation","Expert","MaxForce",0.1743
"2531",6,53,287,"Coagulation","Expert","MaxForce",0.1659
"2532",6,54,288,"Coagulation","Expert","MaxForce",0.0819
"2533",6,55,289,"Coagulation","Expert","MaxForce",0.147
"2534",6,56,290,"Manipulation","Expert","MaxForce",0.4893
"2535",6,57,291,"Coagulation","Expert","MaxForce",0.1113
"2536",6,58,292,"Coagulation","Expert","MaxForce",0.1344
"2537",6,59,293,"Coagulation","Expert","MaxForce",0.2583
"2538",6,60,294,"Coagulation","Expert","MaxForce",0.1806
"2539",6,61,295,"Coagulation","Expert","MaxForce",0.1113
"2540",6,62,296,"Coagulation","Expert","MaxForce",0.1743
"2541",6,63,297,"Dissecting","Expert","MaxForce",0.2625
"2542",6,65,299,"Dissecting","Expert","MaxForce",0.0189
"2543",6,66,300,"Manipulation","Expert","MaxForce",0.4305
"2544",6,67,301,"Manipulation","Expert","MaxForce",0.4641
"2545",6,68,302,"Coagulation","Expert","MaxForce",0.1974
"2546",6,69,303,"Coagulation","Expert","MaxForce",0.0483
"2547",6,70,304,"Coagulation","Expert","MaxForce",0.0525
"2548",6,71,305,"Pulling","Expert","MaxForce",0.1533
"2549",6,72,306,"Coagulation","Expert","MaxForce",0.0882
"2550",6,73,307,"Dissecting","Expert","MaxForce",0.3045
"2551",6,74,308,"Pulling","Expert","MaxForce",0.2814
"2552",6,75,309,"Manipulation","Expert","MaxForce",1.1613
"2553",6,76,310,"Coagulation","Expert","MaxForce",0.2247
"2554",6,77,311,"Coagulation","Expert","MaxForce",0.4158
"2555",6,78,312,"Coagulation","Expert","MaxForce",0.4011
"2556",6,79,313,"Coagulation","Expert","MaxForce",0.0126
"2557",6,80,314,"Coagulation","Expert","MaxForce",0.0357
"2558",6,81,315,"Coagulation","Expert","MaxForce",0.0231
"2559",6,82,316,"Coagulation","Expert","MaxForce",0.0798
"2560",6,83,317,"Manipulation","Expert","MaxForce",0.5145
"2561",6,84,318,"Manipulation","Expert","MaxForce",0.924
"2562",6,85,319,"Dissecting","Expert","MaxForce",0.0315
"2563",6,86,320,"Coagulation","Expert","MaxForce",0.063
"2564",6,87,321,"Manipulation","Expert","MaxForce",0.5502
"2565",6,88,322,"Manipulation","Expert","MaxForce",0.3339
"2566",6,89,323,"Coagulation","Expert","MaxForce",0.0714
"2567",6,90,324,"Coagulation","Expert","MaxForce",0.0777
"2568",6,91,325,"Coagulation","Expert","MaxForce",0.3045
"2569",6,92,326,"Coagulation","Expert","MaxForce",0.1575
"2570",6,93,327,"Coagulation","Expert","MaxForce",0.0987
"2571",6,94,328,"Coagulation","Expert","MaxForce",0.147
"2572",6,95,329,"Coagulation","Expert","MaxForce",0.2184
"2573",6,96,330,"Manipulation","Expert","MaxForce",0.7413
"2574",6,98,332,"Coagulation","Expert","MaxForce",0.3801
"2575",6,99,333,"Coagulation","Expert","MaxForce",0.2394
"2576",6,100,334,"Pulling","Expert","MaxForce",0.4032
"2577",6,101,335,"Coagulation","Expert","MaxForce",0.1764
"2578",6,102,336,"Coagulation","Expert","MaxForce",0.1449
"2579",6,103,337,"Coagulation","Expert","MaxForce",0.2079
"2580",6,104,338,"Coagulation","Expert","MaxForce",0.0462
"2581",6,105,339,"Coagulation","Expert","MaxForce",0.1596
"2582",6,106,340,"Manipulation","Expert","MaxForce",0.4179
"2583",6,107,341,"Coagulation","Expert","MaxForce",0.1386
"2584",6,108,342,"Coagulation","Expert","MaxForce",0.0735
"2585",6,109,343,"Manipulation","Expert","MaxForce",0.6405
"2586",6,110,344,"Coagulation","Expert","MaxForce",0.0483
"2587",6,111,345,"Coagulation","Expert","MaxForce",0.0819
"2588",6,112,346,"Coagulation","Expert","MaxForce",0.1281
"2589",6,113,347,"Coagulation","Expert","MaxForce",0.3192
"2590",6,114,348,"Coagulation","Expert","MaxForce",0.1491
"2591",6,115,349,"Coagulation","Expert","MaxForce",0.4977
"2592",6,116,350,"Coagulation","Expert","MaxForce",0
"2593",6,117,351,"Manipulation","Expert","MaxForce",1.26
"2594",6,118,352,"Coagulation","Expert","MaxForce",0.1113
"2595",6,119,353,"Coagulation","Expert","MaxForce",0.0987
"2596",6,120,354,"Coagulation","Expert","MaxForce",0.1995
"2597",6,121,355,"Manipulation","Expert","MaxForce",0.3276
"2598",6,122,356,"Coagulation","Expert","MaxForce",0.063
"2599",6,123,357,"Manipulation","Expert","MaxForce",0.399
"2600",6,124,358,"Manipulation","Expert","MaxForce",0.3969
"2601",6,125,359,"Manipulation","Expert","MaxForce",0.4347
"2602",6,126,360,"Coagulation","Expert","MaxForce",0.147
"2603",7,1,361,"Coagulation","Expert","MaxForce",0.2121
"2604",7,2,362,"Coagulation","Expert","MaxForce",0.0042
"2605",7,3,363,"Coagulation","Expert","MaxForce",-0.1974
"2606",7,4,364,"Coagulation","Novice","MaxForce",0.1638
"2607",7,5,365,"Coagulation","Novice","MaxForce",0.0987
"2608",7,6,366,"Coagulation","Novice","MaxForce",0.2205
"2609",7,7,367,"Coagulation","Novice","MaxForce",0.0441
"2610",7,8,368,"Coagulation","Novice","MaxForce",0.1092
"2611",7,9,369,"Coagulation","Novice","MaxForce",0
"2612",7,10,370,"Coagulation","Novice","MaxForce",-0.0021
"2613",7,11,371,"Coagulation","Novice","MaxForce",-0.0189
"2614",7,12,372,"Coagulation","Novice","MaxForce",-0.0819
"2615",7,13,373,"Coagulation","Novice","MaxForce",-0.0168
"2616",7,14,374,"Coagulation","Expert","MaxForce",0.0861
"2617",7,15,375,"Coagulation","Novice","MaxForce",-0.0483
"2618",7,16,376,"Coagulation","Novice","MaxForce",-0.0378
"2619",7,17,377,"Coagulation","Novice","MaxForce",-0.0798
"2620",7,18,378,"Coagulation","Expert","MaxForce",0.0525
"2621",7,19,379,"Coagulation","Expert","MaxForce",0.0273
"2622",7,20,380,"Coagulation","Novice","MaxForce",0.3339
"2623",7,21,381,"Coagulation","Novice","MaxForce",0.0252
"2624",7,22,382,"Coagulation","Novice","MaxForce",0
"2625",7,23,383,"Coagulation","Novice","MaxForce",-0.0378
"2626",7,24,384,"Coagulation","Novice","MaxForce",0.0462
"2627",7,25,385,"Coagulation","Novice","MaxForce",0.1617
"2628",7,27,387,"Coagulation","Expert","MaxForce",0.1638
"2629",7,29,389,"Dissecting","Expert","MaxForce",0.0231
"2630",7,30,390,"Manipulation","Novice","MaxForce",0.6006
"2631",7,31,391,"Manipulation","Novice","MaxForce",0.8316
"2632",7,32,392,"Retracting","Expert","MaxForce",0.3549
"2633",7,33,393,"Dissecting","Expert","MaxForce",-0.042
"2634",7,34,394,"Manipulation","Expert","MaxForce",0.3969
"2635",7,35,395,"Coagulation","Novice","MaxForce",0.0693
"2636",7,36,396,"Coagulation","Novice","MaxForce",0
"2637",7,37,397,"Coagulation","Novice","MaxForce",0.0189
"2638",7,38,398,"Coagulation","Novice","MaxForce",0.0693
"2639",7,39,399,"Coagulation","Novice","MaxForce",0.0084
"2640",7,40,400,"Coagulation","Expert","MaxForce",0.1701
"2641",7,41,401,"Retracting","Expert","MaxForce",0.0945
"2642",7,42,402,"Coagulation","Expert","MaxForce",0.0861
"2643",7,43,403,"Retracting","Expert","MaxForce",0.147
"2644",7,44,404,"Coagulation","Expert","MaxForce",0.0609
"2645",7,45,405,"Coagulation","Expert","MaxForce",-0.0336
"2646",7,46,406,"Coagulation","Expert","MaxForce",0.1197
"2647",7,48,408,"Coagulation","Novice","MaxForce",0.1617
"2648",7,49,409,"Coagulation","Novice","MaxForce",0.0504
"2649",7,50,410,"Coagulation","Novice","MaxForce",0.063
"2650",7,51,411,"Dissecting","Novice","MaxForce",0.0714
"2651",7,52,412,"Coagulation","Novice","MaxForce",0.0567
"2652",7,53,413,"Coagulation","Novice","MaxForce",0.4032
"2653",7,54,414,"Coagulation","Novice","MaxForce",0.1638
"2654",7,55,415,"Dissecting","Novice","MaxForce",0.0336
"2655",7,56,416,"Dissecting","Novice","MaxForce",0.1554
"2656",7,57,417,"Coagulation","Novice","MaxForce",0.084
"2657",7,58,418,"Coagulation","Novice","MaxForce",0.147
"2658",7,59,419,"Coagulation","Novice","MaxForce",0.4032
"2659",7,60,420,"Coagulation","Novice","MaxForce",0.063
"2660",7,61,421,"Manipulation","Expert","MaxForce",0.3213
"2661",7,62,422,"Manipulation","Expert","MaxForce",0.4998
"2662",7,63,423,"Coagulation","Expert","MaxForce",0.0945
"2663",7,64,424,"Coagulation","Expert","MaxForce",0.0294
"2664",7,65,425,"Coagulation","Expert","MaxForce",0.0084
"2665",7,66,426,"Coagulation","Expert","MaxForce",0.0294
"2666",7,67,427,"Coagulation","Novice","MaxForce",0.2835
"2667",7,68,428,"Coagulation","Novice","MaxForce",-0.0525
"2668",7,69,429,"Coagulation","Novice","MaxForce",-0.0042
"2669",7,70,430,"Coagulation","Novice","MaxForce",-0.0042
"2670",7,71,431,"Coagulation","Expert","MaxForce",0.0903
"2671",7,72,432,"Coagulation","Expert","MaxForce",0.0651
"2672",7,73,433,"Coagulation","Expert","MaxForce",0.1848
"2673",7,74,434,"Manipulation","Expert","MaxForce",0.5229
"2674",7,75,435,"Coagulation","Novice","MaxForce",-0.0252
"2675",7,76,436,"Manipulation","Expert","MaxForce",0.2835
"2676",7,77,437,"Coagulation","Expert","MaxForce",0.0504
"2677",7,78,438,"Coagulation","Novice","MaxForce",0.1071
"2678",8,1,439,"Coagulation","Novice","MaxForce",0.1743
"2679",8,2,440,"Coagulation","Novice","MaxForce",0.1785
"2680",8,3,441,"Coagulation","Novice","MaxForce",0.1974
"2681",8,4,442,"Coagulation","Novice","MaxForce",0.2247
"2682",8,5,443,"Coagulation","Novice","MaxForce",0.1533
"2683",8,6,444,"Coagulation","Novice","MaxForce",0.1323
"2684",8,7,445,"Coagulation","Expert","MaxForce",0.1344
"2685",8,8,446,"Coagulation","Expert","MaxForce",0.0252
"2686",8,9,447,"Coagulation","Novice","MaxForce",0.1365
"2687",8,10,448,"Coagulation","Novice","MaxForce",0.0483
"2688",8,11,449,"Coagulation","Novice","MaxForce",0.0126
"2689",8,12,450,"Coagulation","Novice","MaxForce",0.0252
"2690",8,13,451,"Coagulation","Novice","MaxForce",0.84
"2691",8,14,452,"Coagulation","Novice","MaxForce",0.7917
"2692",8,15,453,"Coagulation","Novice","MaxForce",0.3759
"2693",8,16,454,"Coagulation","Novice","MaxForce",0.7119
"2694",8,17,455,"Coagulation","Novice","MaxForce",0.5586
"2695",8,18,456,"Coagulation","Novice","MaxForce",0.7812
"2696",8,19,457,"Coagulation","Novice","MaxForce",0.8022
"2697",8,20,458,"Coagulation","Novice","MaxForce",0.5187
"2698",8,21,459,"Coagulation","Novice","MaxForce",0.8547
"2699",8,22,460,"Coagulation","Novice","MaxForce",0.3318
"2700",8,23,461,"Coagulation","Novice","MaxForce",0.7497
"2701",8,24,462,"Coagulation","Novice","MaxForce",0.6132
"2702",8,25,463,"Coagulation","Novice","MaxForce",1.239
"2703",8,26,464,"Coagulation","Novice","MaxForce",1.2621
"2704",8,27,465,"Coagulation","Novice","MaxForce",0.84
"2705",8,28,466,"Coagulation","Novice","MaxForce",0.672
"2706",8,29,467,"Coagulation","Novice","MaxForce",0.6636
"2707",8,30,468,"Coagulation","Novice","MaxForce",0.6552
"2708",8,31,469,"Coagulation","Novice","MaxForce",0.4305
"2709",8,32,470,"Coagulation","Novice","MaxForce",0.8421
"2710",8,33,471,"Coagulation","Novice","MaxForce",1.0017
"2711",8,34,472,"Coagulation","Novice","MaxForce",0.9618
"2712",8,35,473,"Coagulation","Novice","MaxForce",0.1785
"2713",8,36,474,"Coagulation","Novice","MaxForce",0.5502
"2714",8,37,475,"Coagulation","Novice","MaxForce",0.4473
"2715",8,38,476,"Coagulation","Novice","MaxForce",0.441
"2716",8,39,477,"Coagulation","Novice","MaxForce",0.7413
"2717",8,40,478,"Coagulation","Novice","MaxForce",0.3906
"2718",8,41,479,"Coagulation","Novice","MaxForce",0.588
"2719",8,42,480,"Coagulation","Novice","MaxForce",0.7308
"2720",8,43,481,"Coagulation","Novice","MaxForce",0.3486
"2721",8,44,482,"Coagulation","Novice","MaxForce",0.7896
"2722",8,45,483,"Coagulation","Novice","MaxForce",0.1617
"2723",8,46,484,"Manipulation","Novice","MaxForce",0.7119
"2724",8,47,485,"Coagulation","Novice","MaxForce",0.9765
"2725",8,48,486,"Coagulation","Novice","MaxForce",0.3087
"2726",8,49,487,"Coagulation","Novice","MaxForce",0.1659
"2727",8,50,488,"Coagulation","Novice","MaxForce",0.1029
"2728",8,51,489,"Coagulation","Novice","MaxForce",0.231
"2729",8,52,490,"Coagulation","Novice","MaxForce",0.3318
"2730",8,53,491,"Coagulation","Novice","MaxForce",0.6594
"2731",8,54,492,"Coagulation","Novice","MaxForce",0.4389
"2732",8,55,493,"Coagulation","Novice","MaxForce",0.5901
"2733",8,56,494,"Manipulation","Novice","MaxForce",0.8988
"2734",8,57,495,"Coagulation","Novice","MaxForce",0.4032
"2735",8,58,496,"Coagulation","Novice","MaxForce",0.0735
"2736",8,59,497,"Coagulation","Novice","MaxForce",0.2541
"2737",8,60,498,"Coagulation","Novice","MaxForce",0.3339
"2738",8,61,499,"Coagulation","Novice","MaxForce",0.6216
"2739",8,62,500,"Coagulation","Novice","MaxForce",0.4557
"2740",8,63,501,"Coagulation","Novice","MaxForce",0.4746
